ts,pid,comm,file,size,entropy,is_enc
1769816822.1748264,10196,apt-get,#4672,4096,4.6743,0
1769816822.1776886,10196,apt-get,#4672,4096,4.6390,0
1769816822.1785028,10196,apt-get,#4672,4096,4.6665,0
1769816822.1793003,10196,apt-get,#4672,4096,4.8208,0
1769816822.1801186,10196,apt-get,#4672,4096,4.8444,0
1769816822.1829903,10196,apt-get,#4672,4096,4.8076,0
1769816822.183863,10196,apt-get,#4672,4096,4.7667,0
1769816822.186717,10196,apt-get,#4672,4096,4.8004,0
1769816822.1876411,10196,apt-get,#4672,4096,4.6944,0
1769816822.1905239,10196,apt-get,#4672,4096,4.6038,0
1769816822.1913624,10196,apt-get,#4672,4096,4.6411,0
1769816822.1921642,10196,apt-get,#4672,4096,4.7542,0
1769816822.1950536,10196,apt-get,#4672,4096,4.7731,0
1769816822.1959474,10196,apt-get,#4672,4096,4.8473,0
1769816822.1988316,10196,apt-get,#4672,4096,4.7227,0
1769816822.1997137,10196,apt-get,#4672,4096,4.7289,0
1769816822.203621,10196,apt-get,#4672,4096,4.7875,0
1769816822.2045474,10196,apt-get,#4672,4096,4.6924,0
